millis,node,x,y,rssi,distance,target_x,target_y
19708,2,12.5,0,-42.7402,2.52641,12.1357,2.5
19708,4,12.5,12.5,-60.6663,10.0066,12.1357,2.5
19708,1,0,0,-63.4388,12.3905,12.1357,2.5
19708,3,25,0,-64.1906,13.105,12.1357,2.5
19708,5,0,12.5,-66.548,15.725,12.1357,2.5
19708,7,12.5,25,-71.2244,22.5029,12.1357,2.5
19708,6,0,25,-72.8835,25.5641,12.1357,2.5
19708,8,25,25,-73.0678,25.918,12.1357,2.5
19808,2,12.5,0,-42.6601,2.51143,12.2607,2.5
19808,4,12.5,12.5,-60.6612,10.0029,12.2607,2.5
19808,1,0,0,-63.5671,12.5129,12.2607,2.5
19808,3,25,0,-64.0681,12.9823,12.2607,2.5
19808,5,0,12.5,-66.6279,15.8216,12.2607,2.5
19808,7,12.5,25,-71.2234,22.5013,12.2607,2.5
19808,6,0,25,-72.9138,25.6237,12.2607,2.5
19808,8,25,25,-73.0367,25.8562,12.2607,2.5
19908,2,12.5,0,-42.6115,2.50261,12.3857,2.5
19908,4,12.5,12.5,-60.6581,10.0007,12.3857,2.5
19908,1,0,0,-63.6941,12.6355,12.3857,2.5
19908,3,25,0,-63.9445,12.8597,12.3857,2.5
19908,5,0,12.5,-66.7076,15.9187,12.3857,2.5
19908,7,12.5,25,-71.2228,22.5003,12.3857,2.5
19908,6,0,25,-72.9443,25.6837,12.3857,2.5
19908,8,25,25,-73.0057,25.7948,12.3857,2.5
20008,2,12.5,0,-42.5953,2.50002,12.5107,2.5
20008,4,12.5,12.5,-60.6571,10,12.5107,2.5
20008,1,0,0,-63.82,12.758,12.5107,2.5
20008,3,25,0,-63.8198,12.7371,12.5107,2.5
20008,5,0,12.5,-66.7871,16.0161,12.5107,2.5
20008,7,12.5,25,-71.2226,22.5,12.5107,2.5
20008,6,0,25,-72.9749,25.7443,12.5107,2.5
20008,8,25,25,-72.9749,25.7339,12.5107,2.5
20108,2,12.5,0,-42.6116,2.50368,12.6357,2.5
20108,4,12.5,12.5,-60.6581,10.0009,12.6357,2.5
20108,3,25,0,-63.694,12.6145,12.6357,2.5
20108,1,0,0,-63.9447,12.8806,12.6357,2.5
20108,5,0,12.5,-66.8665,16.114,12.6357,2.5
20108,7,12.5,25,-71.2228,22.5004,12.6357,2.5
20108,6,0,25,-73.0057,25.8052,12.6357,2.5
20108,8,25,25,-72.9442,25.6735,12.6357,2.5
20208,2,12.5,0,-42.6602,2.51355,12.7607,2.5
20208,4,12.5,12.5,-60.6612,10.0034,12.7607,2.5
20208,3,25,0,-63.5669,12.4921,12.7607,2.5
20208,1,0,0,-64.0682,13.0032,12.7607,2.5
20208,5,0,12.5,-66.9456,16.2122,12.7607,2.5
20208,7,12.5,25,-71.2234,22.5015,12.7607,2.5
20208,8,25,25,-72.9137,25.6135,12.7607,2.5
20208,6,0,25,-73.0367,25.8667,12.7607,2.5
20308,2,12.5,0,-42.7403,2.52957,12.8857,2.5
20308,4,12.5,12.5,-60.6663,10.0074,12.8857,2.5
20308,3,25,0,-63.4387,12.3696,12.8857,2.5
20308,1,0,0,-64.1907,13.1259,12.8857,2.5
20308,5,0,12.5,-67.0246,16.3107,12.8857,2.5
20308,7,12.5,25,-71.2244,22.5033,12.8857,2.5
20308,8,25,25,-72.8834,25.554,12.8857,2.5
20308,6,0,25,-73.0678,25.9286,12.8857,2.5
20408,2,12.5,0,-42.8509,2.55162,13.0107,2.5
20408,4,12.5,12.5,-60.6734,10.013,13.0107,2.5
20408,3,25,0,-63.3093,12.2472,13.0107,2.5
20408,1,0,0,-64.312,13.2487,13.0107,2.5
20408,5,0,12.5,-67.1034,16.4097,13.0107,2.5
20408,7,12.5,25,-71.2258,22.5058,13.0107,2.5
20408,8,25,25,-72.8533,25.495,13.0107,2.5
20408,6,0,25,-73.0991,25.9909,13.0107,2.5
20508,2,12.5,0,-42.9903,2.57955,13.1357,2.5
20508,4,12.5,12.5,-60.6825,10.0202,13.1357,2.5
20508,3,25,0,-63.1786,12.1249,13.1357,2.5
20508,1,0,0,-64.4323,13.3714,13.1357,2.5
20508,5,0,12.5,-67.182,16.509,13.1357,2.5
20508,7,12.5,25,-71.2276,22.509,13.1357,2.5
20508,8,25,25,-72.8233,25.4364,13.1357,2.5
20508,6,0,25,-73.1305,26.0537,13.1357,2.5
20608,2,12.5,0,-43.1568,2.61316,13.2607,2.5
20608,4,12.5,12.5,-60.6936,10.0289,13.2607,2.5
20608,3,25,0,-63.0466,12.0026,13.2607,2.5
20608,1,0,0,-64.5515,13.4943,13.2607,2.5
20608,5,0,12.5,-67.2604,16.6086,13.2607,2.5
20608,7,12.5,25,-71.2298,22.5129,13.2607,2.5
20608,8,25,25,-72.7935,25.3784,13.2607,2.5
20608,6,0,25,-73.1621,26.117,13.2607,2.5
20708,2,12.5,0,-43.3482,2.65224,13.3857,2.5
20708,4,12.5,12.5,-60.7068,10.0391,13.3857,2.5
20708,3,25,0,-62.9133,11.8804,13.3857,2.5
20708,1,0,0,-64.6697,13.6171,13.3857,2.5
20708,5,0,12.5,-67.3386,16.7086,13.3857,2.5
20708,7,12.5,25,-71.2324,22.5174,13.3857,2.5
20708,8,25,25,-72.7639,25.3208,13.3857,2.5
20708,6,0,25,-73.1938,26.1806,13.3857,2.5
20808,2,12.5,0,-43.5623,2.69656,13.5107,2.5
20808,4,12.5,12.5,-60.7219,10.0509,13.5107,2.5
20808,3,25,0,-62.7788,11.7582,13.5107,2.5
20808,1,0,0,-64.7868,13.74,13.5107,2.5
20808,5,0,12.5,-67.4166,16.8089,13.5107,2.5
20808,7,12.5,25,-71.2354,22.5227,13.5107,2.5
20808,8,25,25,-72.7345,25.2637,13.5107,2.5
20808,6,0,25,-73.2257,26.2448,13.5107,2.5
20908,2,12.5,0,-43.7967,2.74586,13.6357,2.5
20908,4,12.5,12.5,-60.739,10.0643,13.6357,2.5
20908,3,25,0,-62.6429,11.6361,13.6357,2.5
20908,1,0,0,-64.903,13.8629,13.6357,2.5
20908,5,0,12.5,-67.4944,16.9095,13.6357,2.5
20908,7,12.5,25,-71.2388,22.5286,13.6357,2.5
20908,8,25,25,-72.7053,25.2071,13.6357,2.5
20908,6,0,25,-73.2577,26.3093,13.6357,2.5
21008,2,12.5,0,-44.0491,2.79987,13.7607,2.5
21008,4,12.5,12.5,-60.7581,10.0792,13.7607,2.5
21008,3,25,0,-62.5056,11.514,13.7607,2.5
21008,1,0,0,-65.0181,13.9859,13.7607,2.5
21008,5,0,12.5,-67.572,17.0105,13.7607,2.5
21008,7,12.5,25,-71.2427,22.5353,13.7607,2.5
21008,8,25,25,-72.6762,25.151,13.7607,2.5
21008,6,0,25,-73.2898,26.3743,13.7607,2.5
21108,2,12.5,0,-44.3171,2.85833,13.8857,2.5
21108,4,12.5,12.5,-60.7791,10.0955,13.8857,2.5
21108,3,25,0,-62.367,11.392,13.8857,2.5
21108,1,0,0,-65.1323,14.1089,13.8857,2.5
21108,5,0,12.5,-67.6494,17.1117,13.8857,2.5
21108,7,12.5,25,-71.2469,22.5426,13.8857,2.5
21108,8,25,25,-72.6474,25.0954,13.8857,2.5
21108,6,0,25,-73.3221,26.4398,13.8857,2.5
21208,2,12.5,0,-44.5985,2.92098,14.0107,2.5
21208,4,12.5,12.5,-60.8021,10.1135,14.0107,2.5
21208,3,25,0,-62.2269,11.2701,14.0107,2.5
21208,1,0,0,-65.2455,14.232,14.0107,2.5
21208,5,0,12.5,-67.7265,17.2133,14.0107,2.5
21208,7,12.5,25,-71.2515,22.5507,14.0107,2.5
21208,8,25,25,-72.6187,25.0403,14.0107,2.5
21208,6,0,25,-73.3545,26.5056,14.0107,2.5
21308,2,12.5,0,-44.8912,2.98754,14.1357,2.5
21308,4,12.5,12.5,-60.8269,10.1329,14.1357,2.5
21308,3,25,0,-62.0854,11.1483,14.1357,2.5
21308,1,0,0,-65.3577,14.355,14.1357,2.5
21308,5,0,12.5,-67.8034,17.3152,14.1357,2.5
21308,7,12.5,25,-71.2565,22.5594,14.1357,2.5
21308,8,25,25,-72.5902,24.9857,14.1357,2.5
21308,6,0,25,-73.387,26.5719,14.1357,2.5
21408,2,12.5,0,-45.1932,3.05777,14.2607,2.5
21408,4,12.5,12.5,-60.8536,10.1538,14.2607,2.5
21408,3,25,0,-61.9424,11.0265,14.2607,2.5
21408,1,0,0,-65.4691,14.4781,14.2607,2.5
21408,5,0,12.5,-67.8801,17.4174,14.2607,2.5
21408,7,12.5,25,-71.2619,22.5688,14.2607,2.5
21408,8,25,25,-72.562,24.9316,14.2607,2.5
21408,6,0,25,-73.4197,26.6386,14.2607,2.5
21508,2,12.5,0,-45.5028,3.13141,14.3857,2.5
21508,4,12.5,12.5,-60.8822,10.1762,14.3857,2.5
21508,3,25,0,-61.7979,10.9048,14.3857,2.5
21508,1,0,0,-65.5795,14.6013,14.3857,2.5
21508,5,0,12.5,-67.9566,17.5199,14.3857,2.5
21508,7,12.5,25,-71.2677,22.5789,14.3857,2.5
21508,8,25,25,-72.5339,24.878,14.3857,2.5
21508,6,0,25,-73.4525,26.7058,14.3857,2.5
21608,2,12.5,0,-45.8181,3.20823,14.5107,2.5
21608,4,12.5,12.5,-60.9126,10.2001,14.5107,2.5
21608,3,25,0,-61.6519,10.7831,14.5107,2.5
21608,1,0,0,-65.689,14.7244,14.5107,2.5
21608,5,0,12.5,-68.0328,17.6227,14.5107,2.5
21608,7,12.5,25,-71.2738,22.5897,14.5107,2.5
21608,8,25,25,-72.5061,24.8249,14.5107,2.5
21608,6,0,25,-73.4854,26.7733,14.5107,2.5
21708,2,12.5,0,-46.1378,3.28802,14.6357,2.5
21708,4,12.5,12.5,-60.9448,10.2255,14.6357,2.5
21708,3,25,0,-61.5043,10.6616,14.6357,2.5
21708,1,0,0,-65.7977,14.8476,14.6357,2.5
21708,5,0,12.5,-68.1088,17.7258,14.6357,2.5
21708,7,12.5,25,-71.2804,22.6011,14.6357,2.5
21708,8,25,25,-72.4785,24.7724,14.6357,2.5
21708,6,0,25,-73.5184,26.8412,14.6357,2.5
21808,2,12.5,0,-46.4606,3.37055,14.7607,2.5
21808,4,12.5,12.5,-60.9788,10.2523,14.7607,2.5
21808,3,25,0,-61.3552,10.5401,14.7607,2.5
21808,1,0,0,-65.9054,14.9709,14.7607,2.5
21808,5,0,12.5,-68.1846,17.8291,14.7607,2.5
21808,7,12.5,25,-71.2874,22.6133,14.7607,2.5
21808,8,25,25,-72.451,24.7203,14.7607,2.5
21808,6,0,25,-73.5515,26.9096,14.7607,2.5
21908,2,12.5,0,-46.7853,3.45563,14.8857,2.5
21908,4,12.5,12.5,-61.0146,10.2806,14.8857,2.5
21908,3,25,0,-61.2044,10.4187,14.8857,2.5
21908,1,0,0,-66.0123,15.0941,14.8857,2.5
21908,5,0,12.5,-68.2601,17.9327,14.8857,2.5
21908,7,12.5,25,-71.2948,22.6261,14.8857,2.5
21908,8,25,25,-72.4238,24.6688,14.8857,2.5
21908,6,0,25,-73.5848,26.9784,14.8857,2.5
22008,2,12.5,0,-47.1109,3.54308,15.0107,2.5
22008,3,25,0,-61.052,10.2974,15.0107,2.5
22008,4,12.5,12.5,-61.0521,10.3104,15.0107,2.5
22008,1,0,0,-66.1184,15.2174,15.0107,2.5
22008,5,0,12.5,-68.3354,18.0366,15.0107,2.5
22008,7,12.5,25,-71.3025,22.6396,15.0107,2.5
22008,8,25,25,-72.3969,24.6178,15.0107,2.5
22008,6,0,25,-73.6181,27.0476,15.0107,2.5
22108,2,12.5,0,-47.4365,3.63273,15.1357,2.5
22108,3,25,0,-60.8978,10.1762,15.1357,2.5
22108,4,12.5,12.5,-61.0912,10.3415,15.1357,2.5
22108,1,0,0,-66.2236,15.3407,15.1357,2.5
22108,5,0,12.5,-68.4104,18.1408,15.1357,2.5
22108,7,12.5,25,-71.3107,22.6538,15.1357,2.5
22108,8,25,25,-72.3701,24.5674,15.1357,2.5
22108,6,0,25,-73.6516,27.1171,15.1357,2.5
22208,2,12.5,0,-47.7613,3.72441,15.2607,2.5
22208,3,25,0,-60.742,10.0551,15.2607,2.5
22208,4,12.5,12.5,-61.132,10.3741,15.2607,2.5
22208,1,0,0,-66.328,15.4641,15.2607,2.5
22208,5,0,12.5,-68.4852,18.2452,15.2607,2.5
22208,7,12.5,25,-71.3192,22.6687,15.2607,2.5
22208,8,25,25,-72.3436,24.5174,15.2607,2.5
22208,6,0,25,-73.6851,27.1871,15.2607,2.5
22308,2,12.5,0,-48.0848,3.81799,15.3857,2.5
22308,3,25,0,-60.5843,9.93406,15.3857,2.5
22308,4,12.5,12.5,-61.1745,10.408,15.3857,2.5
22308,1,0,0,-66.4316,15.5875,15.3857,2.5
22308,5,0,12.5,-68.5598,18.3499,15.3857,2.5
22308,7,12.5,25,-71.3281,22.6843,15.3857,2.5
22308,8,25,25,-72.3173,24.4681,15.3857,2.5
22308,6,0,25,-73.7188,27.2575,15.3857,2.5
22408,2,12.5,0,-48.4063,3.91332,15.5107,2.5
22408,3,25,0,-60.4249,9.81313,15.5107,2.5
22408,4,12.5,12.5,-61.2185,10.4434,15.5107,2.5
22408,1,0,0,-66.5344,15.7108,15.5107,2.5
22408,5,0,12.5,-68.6341,18.4548,15.5107,2.5
22408,7,12.5,25,-71.3374,22.7005,15.5107,2.5
22408,8,25,25,-72.2912,24.4192,15.5107,2.5
22408,6,0,25,-73.7526,27.3282,15.5107,2.5
22508,2,12.5,0,-48.7254,4.01028,15.6357,2.5
22508,3,25,0,-60.2637,9.69231,15.6357,2.5
22508,4,12.5,12.5,-61.2641,10.4801,15.6357,2.5
22508,1,0,0,-66.6364,15.8343,15.6357,2.5
22508,5,0,12.5,-68.7082,18.56,15.6357,2.5
22508,7,12.5,25,-71.347,22.7174,15.6357,2.5
22508,8,25,25,-72.2654,24.3709,15.6357,2.5
22508,6,0,25,-73.7864,27.3993,15.6357,2.5
22608,2,12.5,0,-49.0417,4.10876,15.7607,2.5
22608,3,25,0,-60.1005,9.57159,15.7607,2.5
22608,4,12.5,12.5,-61.3112,10.5182,15.7607,2.5
22608,1,0,0,-66.7377,15.9577,15.7607,2.5
22608,5,0,12.5,-68.782,18.6654,15.7607,2.5
22608,7,12.5,25,-71.3571,22.735,15.7607,2.5
22608,8,25,25,-72.2398,24.3231,15.7607,2.5
22608,6,0,25,-73.8204,27.4709,15.7607,2.5
22708,2,12.5,0,-49.355,4.20865,15.8857,2.5
22708,3,25,0,-59.9355,9.45099,15.8857,2.5
22708,4,12.5,12.5,-61.3599,10.5576,15.8857,2.5
22708,1,0,0,-66.8381,16.0812,15.8857,2.5
22708,5,0,12.5,-68.8556,18.7711,15.8857,2.5
22708,7,12.5,25,-71.3675,22.7533,15.8857,2.5
22708,8,25,25,-72.2145,24.2759,15.8857,2.5
22708,6,0,25,-73.8544,27.5428,15.8857,2.5
22808,2,12.5,0,-49.6648,4.30984,16.0107,2.5
22808,3,25,0,-59.7685,9.3305,16.0107,2.5
22808,4,12.5,12.5,-61.4099,10.5983,16.0107,2.5
22808,1,0,0,-66.9379,16.2047,16.0107,2.5
22808,5,0,12.5,-68.9289,18.877,16.0107,2.5
22808,7,12.5,25,-71.3783,22.7722,16.0107,2.5
22808,8,25,25,-72.1894,24.2293,16.0107,2.5
22808,6,0,25,-73.8886,27.6151,16.0107,2.5
22908,2,12.5,0,-49.9711,4.41226,16.1357,2.5
22908,3,25,0,-59.5995,9.21013,16.1357,2.5
22908,4,12.5,12.5,-61.4614,10.6404,16.1357,2.5
22908,1,0,0,-67.0369,16.3282,16.1357,2.5
22908,5,0,12.5,-69.002,18.9831,16.1357,2.5
22908,7,12.5,25,-71.3895,22.7918,16.1357,2.5
22908,8,25,25,-72.1646,24.1832,16.1357,2.5
22908,6,0,25,-73.9228,27.6877,16.1357,2.5
23008,2,12.5,0,-50.2737,4.51581,16.2607,2.5
23008,3,25,0,-59.4285,9.08989,16.2607,2.5
23008,4,12.5,12.5,-61.5143,10.6838,16.2607,2.5
23008,1,0,0,-67.1351,16.4517,16.2607,2.5
23008,5,0,12.5,-69.0748,19.0895,16.2607,2.5
23008,7,12.5,25,-71.4011,22.8121,16.2607,2.5
23008,8,25,25,-72.14,24.1376,16.2607,2.5
23008,6,0,25,-73.9571,27.7607,16.2607,2.5
23108,2,12.5,0,-50.5724,4.62043,16.3857,2.5
23108,3,25,0,-59.2553,8.96977,16.3857,2.5
23108,4,12.5,12.5,-61.5685,10.7284,16.3857,2.5
23108,1,0,0,-67.2327,16.5753,16.3857,2.5
23108,5,0,12.5,-69.1473,19.1961,16.3857,2.5
23108,7,12.5,25,-71.413,22.8331,16.3857,2.5
23108,8,25,25,-72.1157,24.0927,16.3857,2.5
23108,6,0,25,-73.9915,27.8342,16.3857,2.5
23208,2,12.5,0,-50.8672,4.72604,16.5107,2.5
23208,3,25,0,-59.0801,8.84979,16.5107,2.5
23208,4,12.5,12.5,-61.624,10.7743,16.5107,2.5
23208,1,0,0,-67.3295,16.6989,16.5107,2.5
23208,5,0,12.5,-69.2197,19.3029,16.5107,2.5
23208,7,12.5,25,-71.4253,22.8547,16.5107,2.5
23208,8,25,25,-72.0916,24.0483,16.5107,2.5
23208,6,0,25,-74.026,27.9079,16.5107,2.5
23308,2,12.5,0,-51.158,4.83257,16.6357,2.5
23308,3,25,0,-58.9026,8.72996,16.6357,2.5
23308,4,12.5,12.5,-61.6808,10.8214,16.6357,2.5
23308,1,0,0,-67.4257,16.8225,16.6357,2.5
23308,5,0,12.5,-69.2917,19.4099,16.6357,2.5
23308,7,12.5,25,-71.4379,22.8769,16.6357,2.5
23308,8,25,25,-72.0678,24.0044,16.6357,2.5
23308,6,0,25,-74.0606,27.9821,16.6357,2.5
23408,2,12.5,0,-51.4447,4.93996,16.7607,2.5
23408,3,25,0,-58.7229,8.61027,16.7607,2.5
23408,4,12.5,12.5,-61.7388,10.8698,16.7607,2.5
23408,1,0,0,-67.5211,16.9461,16.7607,2.5
23408,5,0,12.5,-69.3635,19.5172,16.7607,2.5
23408,7,12.5,25,-71.451,22.8999,16.7607,2.5
23408,8,25,25,-72.0443,23.9611,16.7607,2.5
23408,6,0,25,-74.0952,28.0565,16.7607,2.5
23508,2,12.5,0,-51.7273,5.04817,16.8857,2.5
23508,3,25,0,-58.541,8.49073,16.8857,2.5
23508,4,12.5,12.5,-61.798,10.9194,16.8857,2.5
23508,1,0,0,-67.6159,17.0697,16.8857,2.5
23508,5,0,12.5,-69.4351,19.6246,16.8857,2.5
23508,7,12.5,25,-71.4643,22.9234,16.8857,2.5
23508,8,25,25,-72.0211,23.9185,16.8857,2.5
23508,6,0,25,-74.1299,28.1314,16.8857,2.5
23608,2,12.5,0,-52.0059,5.15714,17.0107,2.5
23608,3,25,0,-58.3567,8.37135,17.0107,2.5
23608,4,12.5,12.5,-61.8584,10.9702,17.0107,2.5
23608,1,0,0,-67.71,17.1934,17.0107,2.5
23608,5,0,12.5,-69.5064,19.7323,17.0107,2.5
23608,7,12.5,25,-71.4781,22.9477,17.0107,2.5
23608,8,25,25,-71.9981,23.8763,17.0107,2.5
23608,6,0,25,-74.1647,28.2066,17.0107,2.5
23708,2,12.5,0,-52.2805,5.26682,17.1357,2.5
23708,3,25,0,-58.17,8.25214,17.1357,2.5
23708,4,12.5,12.5,-61.9199,11.0222,17.1357,2.5
23708,1,0,0,-67.8034,17.3171,17.1357,2.5
23708,5,0,12.5,-69.5774,19.8401,17.1357,2.5
23708,7,12.5,25,-71.4922,22.9726,17.1357,2.5
23708,8,25,25,-71.9754,23.8348,17.1357,2.5
23708,6,0,25,-74.1995,28.2822,17.1357,2.5
23808,2,12.5,0,-52.5509,5.37717,17.2607,2.5
23808,3,25,0,-57.9809,8.1331,17.2607,2.5
23808,4,12.5,12.5,-61.9825,11.0754,17.2607,2.5
23808,1,0,0,-67.8962,17.4408,17.2607,2.5
23808,5,0,12.5,-69.6482,19.9482,17.2607,2.5
23808,7,12.5,25,-71.5066,22.9981,17.2607,2.5
23808,8,25,25,-71.9529,23.7939,17.2607,2.5
23808,6,0,25,-74.2344,28.3581,17.2607,2.5
23908,2,12.5,0,-52.8174,5.48814,17.3857,2.5
23908,3,25,0,-57.7893,8.01425,17.3857,2.5
23908,4,12.5,12.5,-62.0461,11.1297,17.3857,2.5
23908,1,0,0,-67.9884,17.5645,17.3857,2.5
23908,5,0,12.5,-69.7188,20.0565,17.3857,2.5
23908,7,12.5,25,-71.5214,23.0243,17.3857,2.5
23908,8,25,25,-71.9308,23.7535,17.3857,2.5
23908,6,0,25,-74.2694,28.4343,17.3857,2.5
24008,2,12.5,0,-53.08,5.59971,17.5107,2.5
24008,3,25,0,-57.5952,7.89558,17.5107,2.5
24008,4,12.5,12.5,-62.1108,11.1851,17.5107,2.5
24008,1,0,0,-68.0799,17.6882,17.5107,2.5
24008,5,0,12.5,-69.789,20.1649,17.5107,2.5
24008,7,12.5,25,-71.5366,23.0512,17.5107,2.5
24008,8,25,25,-71.9089,23.7137,17.5107,2.5
24008,6,0,25,-74.3045,28.5109,17.5107,2.5
24108,2,12.5,0,-53.3386,5.71183,17.6357,2.5
24108,3,25,0,-57.3985,7.77711,17.6357,2.5
24108,4,12.5,12.5,-62.1764,11.2417,17.6357,2.5
24108,1,0,0,-68.1708,17.812,17.6357,2.5
24108,5,0,12.5,-69.8591,20.2735,17.6357,2.5
24108,7,12.5,25,-71.5521,23.0787,17.6357,2.5
24108,8,25,25,-71.8874,23.6745,17.6357,2.5
24108,6,0,25,-74.3396,28.5879,17.6357,2.5
24208,2,12.5,0,-53.5934,5.82448,17.7607,2.5
24208,3,25,0,-57.199,7.65885,17.7607,2.5
24208,4,12.5,12.5,-62.243,11.2993,17.7607,2.5
24208,1,0,0,-68.2611,17.9358,17.7607,2.5
24208,5,0,12.5,-69.9288,20.3824,17.7607,2.5
24208,7,12.5,25,-71.5679,23.1068,17.7607,2.5
24208,8,25,25,-71.8661,23.6359,17.7607,2.5
24208,6,0,25,-74.3747,28.6652,17.7607,2.5
24308,2,12.5,0,-53.8444,5.93762,17.8857,2.5
24308,3,25,0,-56.9969,7.54081,17.8857,2.5
24308,4,12.5,12.5,-62.3105,11.3581,17.8857,2.5
24308,1,0,0,-68.3507,18.0595,17.8857,2.5
24308,5,0,12.5,-69.9984,20.4914,17.8857,2.5
24308,7,12.5,25,-71.5841,23.1356,17.8857,2.5
24308,8,25,25,-71.8451,23.598,17.8857,2.5
24308,6,0,25,-74.41,28.7428,17.8857,2.5
24408,2,12.5,0,-54.0916,6.05123,18.0107,2.5
24408,3,25,0,-56.792,7.42299,18.0107,2.5
24408,4,12.5,12.5,-62.3788,11.4179,18.0107,2.5
24408,1,0,0,-68.4398,18.1833,18.0107,2.5
24408,5,0,12.5,-70.0676,20.6006,18.0107,2.5
24408,7,12.5,25,-71.6007,23.165,18.0107,2.5
24408,8,25,25,-71.8244,23.5606,18.0107,2.5
24408,6,0,25,-74.4453,28.8207,18.0107,2.5
24508,2,12.5,0,-54.3352,6.16528,18.1357,2.5
24508,3,25,0,-56.5842,7.30542,18.1357,2.5
24508,4,12.5,12.5,-62.448,11.4787,18.1357,2.5
24508,1,0,0,-68.5283,18.3072,18.1357,2.5
24508,5,0,12.5,-70.1366,20.71,18.1357,2.5
24508,7,12.5,25,-71.6175,23.1951,18.1357,2.5
24508,8,25,25,-71.804,23.5238,18.1357,2.5
24508,6,0,25,-74.4806,28.899,18.1357,2.5
24608,2,12.5,0,-54.5752,6.27975,18.2607,2.5
24608,3,25,0,-56.3735,7.18809,18.2607,2.5
24608,4,12.5,12.5,-62.518,11.5406,18.2607,2.5
24608,1,0,0,-68.6161,18.431,18.2607,2.5
24608,5,0,12.5,-70.2054,20.8195,18.2607,2.5
24608,7,12.5,25,-71.6347,23.2257,18.2607,2.5
24608,8,25,25,-71.784,23.4876,18.2607,2.5
24608,6,0,25,-74.516,28.9776,18.2607,2.5
24708,2,12.5,0,-54.8116,6.39461,18.3857,2.5
24708,3,25,0,-56.1598,7.07103,18.3857,2.5
24708,4,12.5,12.5,-62.5887,11.6035,18.3857,2.5
24708,1,0,0,-68.7034,18.5549,18.3857,2.5
24708,5,0,12.5,-70.2739,20.9292,18.3857,2.5
24708,7,12.5,25,-71.6522,23.2571,18.3857,2.5
24708,8,25,25,-71.7642,23.4521,18.3857,2.5
24708,6,0,25,-74.5514,29.0565,18.3857,2.5
24808,2,12.5,0,-55.0446,6.50984,18.5107,2.5
24808,3,25,0,-55.9431,6.95424,18.5107,2.5
24808,4,12.5,12.5,-62.6602,11.6674,18.5107,2.5
24808,1,0,0,-68.7902,18.6787,18.5107,2.5
24808,5,0,12.5,-70.3422,21.0391,18.5107,2.5
24808,7,12.5,25,-71.6701,23.289,18.5107,2.5
24808,8,25,25,-71.7447,23.4171,18.5107,2.5
24808,6,0,25,-74.5869,29.1358,18.5107,2.5
24908,2,12.5,0,-55.2742,6.62543,18.6357,2.5
24908,3,25,0,-55.7233,6.83775,18.6357,2.5
24908,4,12.5,12.5,-62.7324,11.7323,18.6357,2.5
24908,1,0,0,-68.8764,18.8026,18.6357,2.5
24908,5,0,12.5,-70.4102,21.1492,18.6357,2.5
24908,7,12.5,25,-71.6883,23.3216,18.6357,2.5
24908,8,25,25,-71.7256,23.3828,18.6357,2.5
24908,6,0,25,-74.6224,29.2154,18.6357,2.5
25008,2,12.5,0,-55.5005,6.74136,18.7607,2.5
25008,3,25,0,-55.5003,6.72156,18.7607,2.5
25008,4,12.5,12.5,-62.8053,11.7981,18.7607,2.5
25008,1,0,0,-68.962,18.9265,18.7607,2.5
25008,5,0,12.5,-70.4779,21.2594,18.7607,2.5
25008,7,12.5,25,-71.7068,23.3548,18.7607,2.5
25008,8,25,25,-71.7068,23.3491,18.7607,2.5
25008,6,0,25,-74.658,29.2953,18.7607,2.5
25108,3,25,0,-55.274,6.60569,18.8857,2.5
25108,2,12.5,0,-55.7235,6.8576,18.8857,2.5
25108,4,12.5,12.5,-62.8788,11.8649,18.8857,2.5
25108,1,0,0,-69.047,19.0504,18.8857,2.5
25108,5,0,12.5,-70.5454,21.3698,18.8857,2.5
25108,7,12.5,25,-71.7256,23.3886,18.8857,2.5
25108,8,25,25,-71.6883,23.316,18.8857,2.5
25108,6,0,25,-74.6936,29.3755,18.8857,2.5
25208,3,25,0,-55.0444,6.49016,19.0107,2.5
25208,2,12.5,0,-55.9433,6.97415,19.0107,2.5
25208,4,12.5,12.5,-62.9529,11.9327,19.0107,2.5
25208,1,0,0,-69.1316,19.1743,19.0107,2.5
25208,5,0,12.5,-70.6126,21.4803,19.0107,2.5
25208,7,12.5,25,-71.7448,23.423,19.0107,2.5
25208,8,25,25,-71.6701,23.2835,19.0107,2.5
25208,6,0,25,-74.7293,29.456,19.0107,2.5
25308,3,25,0,-54.8114,6.37499,19.1357,2.5
25308,2,12.5,0,-56.1601,7.09098,19.1357,2.5
25308,4,12.5,12.5,-63.0276,12.0013,19.1357,2.5
25308,1,0,0,-69.2156,19.2983,19.1357,2.5
25308,5,0,12.5,-70.6796,21.5911,19.1357,2.5
25308,7,12.5,25,-71.7642,23.4581,19.1357,2.5
25308,8,25,25,-71.6522,23.2517,19.1357,2.5
25308,6,0,25,-74.765,29.5368,19.1357,2.5
25408,3,25,0,-54.5749,6.26019,19.2607,2.5
25408,2,12.5,0,-56.3737,7.20809,19.2607,2.5
25408,4,12.5,12.5,-63.1029,12.0709,19.2607,2.5
25408,1,0,0,-69.299,19.4222,19.2607,2.5
25408,5,0,12.5,-70.7464,21.7019,19.2607,2.5
25408,8,25,25,-71.6347,23.2205,19.2607,2.5
25408,7,12.5,25,-71.784,23.4938,19.2607,2.5
25408,6,0,25,-74.8007,29.618,19.2607,2.5
